"name","concept_id","source","code"
Excision of right ovary,2820,PIH,"10794"
Blood draw for CML test,2799,PIH,"10795"
Bilateral salpingo-oophorectomy,2808,PIH,"10796"
Excision of left fallopian tube and ovary,2816,PIH,"10797"
Core needle biopsy of right breast,2777,PIH,"10798"
Excisional biopsy of uterus,2810,PIH,"10799"
Bronchospasm,1401,PIH,"108"
Core needle biopsy of cervix,2770,PIH,"10800"
Excision biopsy of uterine cervix,2771,PIH,"10801"
Excisional biopsy of lymph node,2806,PIH,"10802"
Excisional biopsy of both breasts,2814,PIH,"10803"
Excision biopsy of stomach,2815,PIH,"10804"
Lumpectomy of right breast,2801,PIH,"10805"
Incisional biopsy of both ovaries,2769,PIH,"10806"
Excision biopsy of esophagus,2776,PIH,"10807"
Incisional biopsy of stomach,2796,PIH,"10808"
Incisional biopsy of left breast,2794,PIH,"10809"
Core needle biopsy of left ovary,2813,PIH,"10810"
Core needle biopsy of small intestine,2795,PIH,"10811"
Mastectomy of right breast,2789,PIH,"10812"
Core needle biopsy of axillary lymph node,2804,PIH,"10813"
Core needle biopsy of lymph node,2803,PIH,"10814"
Mastectomy of left breast,2817,PIH,"10815"
Core needle biopsy of both ovaries,2823,PIH,"10816"
Incisional biopsy of uterus,2812,PIH,"10817"
Incisional biopsy of Fallopian tube,2778,PIH,"10818"
Incisional biopsy of intestine,2783,PIH,"10819"
Excision biopsy of Fallopian tube,2798,PIH,"10820"
Lumpectomy of left breast,2821,PIH,"10821"
Excision of right fallopian tube and ovary,2772,PIH,"10822"
Incisional biopsy of lymph node,2765,PIH,"10823"
Bilateral mastectomy,2818,PIH,"10824"
Core needle gastric biopsy,2790,PIH,"10825"
Excisional biopsy of right breast,2785,PIH,"10826"
Incisional biopsy of axillary lymph node,2781,PIH,"10827"
Excision biopsy of intestine,2809,PIH,"10828"
Lumpectomy of both breasts,2819,PIH,"10829"
Excision of both ovaries,2773,PIH,"10830"
Incisional biopsy of right ovary,2802,PIH,"10831"
Incisional biopsy of left ovary,2788,PIH,"10832"
Incisional biopsy of both breasts,2793,PIH,"10833"
Core needle biopsy of Fallopian tube,2811,PIH,"10834"
Excision of left ovary,2780,PIH,"10835"
Excision biopsy of axillary lymph node,2792,PIH,"10836"
Core needle biopsy of left breast,2791,PIH,"10837"
Core needle biopsy of esophagus,2787,PIH,"10838"
Core needle biopsy of right ovary,2767,PIH,"10839"
Antiretrovirals used for MTCT prophylaxis,3570,PIH,"1084"
Specimen number,338,PIH,"10840"
HIV encephalopathy,3433,PIH,"10844"
WHO HIV stages for adults and children,3488,PIH,"10845"
HIV concept set,3776,PIH,"10846"
Alternative Medicine,1334,PIH,"10847"
Patient forgot to attend appointment,1330,PIH,"10848"
Intolerance,1335,PIH,"10849"
Antiretroviral Drugs,2356,PIH,"1085"
Currently using birth control,3669,PIH,"10867"
Abacavir / Lamivudine / Zidovudine,2152,PIH,"10868"
Partner suspected HIV+,3292,PIH,"10869"
Previous antiretroviral drugs used for treatment,3574,PIH,"1087"
Sexually active with men,3290,PIH,"10870"
Non-occupational,3291,PIH,"10871"
Sexually active with women,3286,PIH,"10872"
LPV/r,2257,PIH,"10873"
Current antiretroviral drugs used for treatment,3571,PIH,"1088"
Able to walk with assistance,3326,PIH,"10892"
Able to walk without assistance,3324,PIH,"10893"
Level of mobility,3327,PIH,"10894"
Head circumference at birth (cm),3656,PIH,"10896"
Unchanged,3297,PIH,"10897"
Symptom progression,3300,PIH,"10898"
Infant formula type,3390,PIH,"10899"
Never,1676,PIH,"1090"
First trimester,3605,PIH,"10900"
Second trimester,3604,PIH,"10901"
Third trimester,3603,PIH,"10902"
Trimester mother was diagnosed with STD,3606,PIH,"10903"
Chikungunya virus real time RT-PCR in cerebrospinal fluid,6183,PIH,"10905"
Dengue virus real time RT-PCR in cerebrospinal fluid,6182,PIH,"10906"
Zika virus real time RT-PCR in cerebrospinal fluid,6184,PIH,"10907"
Zika virus real time RT-PCR in amniotic fluid,6185,PIH,"10908"
Zika virus real time RT-PCR in serum or plasma,3187,PIH,"10909"
Dengue virus real time RT-PCR in serum or plasma,3188,PIH,"10910"
Zika virus real time RT-PCR in urine,6186,PIH,"10911"
Chikungunya virus real time RT-PCR in serum or plasma,3186,PIH,"10912"
Trioplex real-time RT-PCR,3189,PIH,"10913"
Punch biopsy of skin,2807,PIH,"10914"
Fine needle aspiration biopsy of thyroid,2822,PIH,"10915"
Percutaneous core needle biopsy of both kidneys,2797,PIH,"10916"
Fine needle aspiration biopsy of both parotid glands,2775,PIH,"10917"
Fine needle aspiration of lymph node,2784,PIH,"10918"
Fine needle aspiration biopsy of both breasts,2768,PIH,"10919"
ATV/r,2051,PIH,"10920"
Cocaine,2096,PIH,"10921"
Atazanavir,2279,PIH,"10922"
Pentavalent vaccine,2091,PIH,"10923"
Co-infection with human immunodeficiency virus and hepatitis B,3584,PIH,"10956"
WHO Stage 3 and CD4 count <500,3580,PIH,"10957"
Patient with age >50 years,3576,PIH,"10958"
Co-infection with human immunodeficiency virus and tuberculosis,3581,PIH,"10959"
Test and Treatment protocol,3582,PIH,"10960"
HIV-associated nephropathy,3579,PIH,"10961"
Medical eligibility was established on the previous visit,3577,PIH,"10963"
Post-exposure prophylaxis,3583,PIH,"10964"
Reason eligible for antiretroviral therapy,3585,PIH,"10965"
Monthly,6197,PIH,"1098"
Weekly,6198,PIH,"1099"
Daily or almost daily,6816,PIH,"1100"
Medication form,3370,PIH,"11013"
Date medication last taken,3372,PIH,"11014"
Medication strength,3371,PIH,"11015"
Indication for medication,3369,PIH,"11016"
Every twenty-four hours,1318,PIH,"11017"
"Thrice daily, with meals",1300,PIH,"11018"
Every five hours,1290,PIH,"11019"
Every forty-eight hours,1312,PIH,"11020"
Every thirty-six hours,1292,PIH,"11021"
Every seventy-two hours,1287,PIH,"11022"
"Four times daily, before meals and at bedtime",1296,PIH,"11023"
One time,1304,PIH,"11024"
"Once daily, in the morning",1311,PIH,"11025"
"Every Monday, Wednesday and Friday",1302,PIH,"11026"
Twice daily before meals,1306,PIH,"11027"
Every hour,1313,PIH,"11028"
"Thrice daily, after meals",1294,PIH,"11029"
Every 30 min,1298,PIH,"11030"
Twice daily with meals,1297,PIH,"11031"
Every eight hours,1286,PIH,"11032"
"Once daily, in the evening",1285,PIH,"11033"
Twice daily after meals,1284,PIH,"11034"
"Once daily, at bedtime",1299,PIH,"11035"
"Thrice daily, before meals",1317,PIH,"11036"
One time STAT,1316,PIH,"11037"
"Four times daily, after meals and at bedtime",1308,PIH,"11038"
Cured,1328,PIH,"11039"
Medication history,3373,PIH,"11040"
Is sex worker,3534,PIH,"11041"
Maternal to fetal transmission of human immunodeficiency virus,3533,PIH,"11042"
Male who has sex with men,3528,PIH,"11043"
Accidental exposure to blood or body fluid,3510,PIH,"11044"
Client of sex worker,3531,PIH,"11045"
HIV risk factor,3537,PIH,"11046"
History of sexually transmitted disease,3647,PIH,"11047"
Unprotected sexual intercourse,3640,PIH,"11048"
Victim of sexual aggression,3507,PIH,"11049"
History of syphilis,3651,PIH,"11050"
Anal intercourse,3641,PIH,"11051"
History of tuberculosis,3725,PIH,"11052"
Less-common risk factors for HIV,3726,PIH,"11053"
Bisexual,3288,PIH,"11054"
Date of first visit,3713,PIH,"11055"
Current health facility,3273,PIH,"11056"
Chronic fever lasting less than one month,3350,PIH,"11057"
Date tuberculosis prophylaxis ended,3329,PIH,"11058"
Date of last papanicolaou test,3244,PIH,"11059"
Sex with person known to be infected by human immunodeficiency virus,3284,PIH,"11060"
Date of reported HIV viral load,3682,PIH,"11061"
Patient-reported HIV viral load,3761,PIH,"11062"
History of negative tuberculin skin test in past 3 months,3342,PIH,"11063"
Date of blood unit transfusion,3304,PIH,"11064"
Reason for admission (text),1720,PIH,"11065"
HIV viral load status,3695,PIH,"11066"
Birth weight (kg),3711,PIH,"11067"
Herpes simplex esophagitis,4917,PIH,"11068"
None,8,PIH,"1107"
Ethambutol and Isoniazid,3399,PIH,"1108"
Dyspepsia,4805,PIH,"111"
Patient reported current Tuberculosis prophylaxis,3400,PIH,"1110"
Pill burden,3753,PIH,"11105"
Felt better and stopped taking medication,3742,PIH,"11106"
Forgot to take medication,3752,PIH,"11107"
Lost or ran out of medication,3751,PIH,"11108"
Concerned about privacy/stigma,3755,PIH,"11109"
Current anti-TB treatment,3522,PIH,"1111"
Shares medications with others,3744,PIH,"11110"
Too ill to take medication,3747,PIH,"11111"
Alcohol abuse,1065,PIH,"11112"
Fear of side effects,3750,PIH,"11113"
Mother's health status,3697,PIH,"11114"
Patient's condition improved since last visit,3514,PIH,"11115"
Total number of living children,3279,PIH,"11117"
Blood drawn for CD4 count,3564,PIH,"11118"
Sign/Symptom name,635,PIH,"11119"
No signs or symptoms of disease,3429,PIH,"11120"
Disease diagnosed,3425,PIH,"11122"
Disease suspected,3428,PIH,"11123"
Not assessed,3426,PIH,"11124"
Tuberculosis disease status,3430,PIH,"11126"
Signs and symptoms,3303,PIH,"11127"
Zika program,917,PIH,"11128"
Condom use,3517,PIH,"11129"
Tuberculosis treatment start date,3719,PIH,"1113"
Sexual activity for last three (3) months,3521,PIH,"11130"
Treatment start date,1324,PIH,"11131"
Exposure end date/time,3524,PIH,"11132"
Exposure start date/time,3525,PIH,"11133"
Free text comment,3526,PIH,"11134"
Exposure duration,1689,PIH,"11135"
HIV risk factor exposure set,3538,PIH,"11136"
Mother's obstetric history set,3281,PIH,"11137"
Age at death (years),3565,PIH,"11138"
Mother's child death history construct,3567,PIH,"11140"
Date of birth of family member,3344,PIH,"11141"
Test name,3077,PIH,"11142"
Age when tested,3346,PIH,"11143"
Laboratory results,3347,PIH,"11145"
Antiretroviral drug side effects since last visit,3540,PIH,"11146"
Antiretroviral drug side effects since last visit construct,3541,PIH,"11147"
In treatment or under care for problem,3343,PIH,"11148"
Normal,457,PIH,"1115"
Mania (Monopolar) Single Episode or Unspecified,4597,PIH,"11150"
Papular pruritic eruption,3463,PIH,"11151"
Other WHO HIV stages,3666,PIH,"11152"
Disseminated tuberculosis,4858,PIH,"11153"
"Pulmonary Tuberculosis, Tubercle Bacilli Found (in Sputum) by Microscopy",4747,PIH,"11154"
Esophagitis,4875,PIH,"11155"
Patient completed full treatment,3745,PIH,"11156"
Father's HIV status,3655,PIH,"11157"
Coccidioidomycosis,4927,PIH,"11158"
Chronic fatigue,4887,PIH,"11159"
Abnormal,1458,PIH,"1116"
"HIV Positive, confirmed by serologic lab test after 18 months",3548,PIH,"11160"
"HIV Exposed, status indeterminate",3546,PIH,"11161"
"HIV Positive, confirmed by Virologic lab test",3545,PIH,"11162"
Probable HIV diagnosis (without HIV test),3543,PIH,"11163"
Severe Sepsis,4758,PIH,"11164"
Mother's HIV status,3274,PIH,"11165"
Coronary heart disease,4851,PIH,"11166"
Asthenia,4794,PIH,"11167"
Abnormal sounds,1646,PIH,"1117"
Not done,1483,PIH,"1118"
General exam findings,1524,PIH,"1119"
Herpesvirus infection,4908,PIH,"11194"
Chronic diarrhea of unknown origin,4922,PIH,"11195"
Paralytic Stroke,4740,PIH,"11196"
HIV disease,4748,PIH,"11197"
Traveling,3748,PIH,"11198"
Regurgitation,4862,PIH,"11199"
Tonsillitis,4834,PIH,"112"
Skin exam findings,1509,PIH,"1120"
Parotid Swelling,4811,PIH,"11200"
HIV disease resulting in mycobacterial infection,4806,PIH,"11201"
Nonparalytic stroke,4755,PIH,"11202"
Imprisonment and other incarceration,3645,PIH,"11203"
Cytomegaloviral Retinitis,4800,PIH,"11204"
Vague bodily discomfort,4775,PIH,"11205"
Unresolved pneumonia,4900,PIH,"11206"
Cytomegalovirus infection,4683,PIH,"11207"
Recurrent upper respiratory tract infection,3462,PIH,"11208"
Primary Intestinal Lymphangiectasia,4723,PIH,"11209"
Lymph node exam findings,1473,PIH,"1121"
Nausea and vomiting,4923,PIH,"11210"
Lesion of brain,4856,PIH,"11211"
Prurigo Simplex,4759,PIH,"11212"
Chronic Hepatitis C,4912,PIH,"11213"
"Recurrent Manic Episodes, Mild",4613,PIH,"11214"
Dysaesthesia,4728,PIH,"11215"
Acute Hepatitis C,4840,PIH,"11216"
Earache symptoms,4764,PIH,"11217"
Acute Ulcerative Gingivitis,4925,PIH,"11218"
Infective esophagitis,4825,PIH,"11219"
HEENT exam findings,1606,PIH,"1122"
Fungal esophagitis,4880,PIH,"11220"
Duration of other infant feeding method,3709,PIH,"11221"
other infant feeding method,3734,PIH,"11222"
Number of missed medication doses in past 4 days,3741,PIH,"11223"
Impaired psychomotor development,1526,PIH,"11224"
Normal psychomotor development,1527,PIH,"11225"
General motor skills status,1528,PIH,"11226"
Duration of mixed feeding,3758,PIH,"11227"
Duration of infant formula usage,3246,PIH,"11228"
Last HIV viral load,3568,PIH,"11229"
Respiratory exam findings,1469,PIH,"1123"
Last patient reported CD4 count or CD4% date,3654,PIH,"11230"
number of months after birth infant stopped feeding,3348,PIH,"11231"
Date of first antenatal visit,3765,PIH,"11232"
Patient reported CD4%,3341,PIH,"11233"
Pharmacist,1046,PIH,"11234"
CD4 test never done or unknown if done,3395,PIH,"11235"
Viral load test never done or unknown if done,3774,PIH,"11236"
Cardiac exam findings,1659,PIH,"1124"
Abdominal exam findings,1571,PIH,"1125"
Urogenital exam findings,1636,PIH,"1126"
Extremity exam findings,1545,PIH,"1127"
Musculoskeletal exam findings,1591,PIH,"1128"
Neurologic exam findings,1500,PIH,"1129"
Furunculosis,4915,PIH,"113"
Mother received total maternal to child transmission prophylaxis (TPMTCT),3721,PIH,"11301"
Number of siblings not infected with HIV,3596,PIH,"11302"
HIV status disclosed to parent / guardian,3401,PIH,"11303"
Child with age <5 years,385,PIH,"11304"
Date mother started to receive highly active antiretroviral therapy (HAART),3759,PIH,"11305"
"Yes, stopped using",3539,PIH,"11306"
Facility name or name of place where mother gave birth,3283,PIH,"11307"
BCG scar present on examination,4921,PIH,"11308"
Date mother stopped receiving total maternal to child transmission prophylaxis (TPMTCT),3728,PIH,"11309"
Rifampicin + Isoniazid + Pyrazinamide + Ethambutol,2230,PIH,"1131"
"Bacterial Infection, Severe, Recurrent",4877,PIH,"11310"
Currently taking ARV,3337,PIH,"11314"
Anti-retroviral treatment status,3339,PIH,"11315"
Date started on tuberculosis prophylaxis,3668,PIH,"11316"
HIV status disclosed to patient,3638,PIH,"11317"
Eye examination findings,1573,PIH,"11318"
Papanicolaou test status,3690,PIH,"11319"
Serum sodium,2909,PIH,"1132"
Date of last patient visit,3305,PIH,"11320"
Number of siblings with unknown HIV status,3402,PIH,"11321"
PPD test status,3698,PIH,"11322"
Mouth region examination findings,1551,PIH,"11323"
Sexually transmitted disease (STD) in mother during pregnancy,4116,PIH,"11324"
Incomplete,3767,PIH,"11325"
Form status,3768,PIH,"11326"
Date mother stopped receiving highly active antiretroviral therapy (HAART),3740,PIH,"11327"
Other infant feeding method type (text),3267,PIH,"11328"
Mother enrolled in prevention of maternal to child transmission (PMTCT) program,3333,PIH,"11329"
Serum potassium,2921,PIH,"1133"
Facility where mother received prevention of maternal to child transmission (PMTCT),3602,PIH,"11330"
Patient reported prior pneumocystis carinii pneumonia (PCP) prophylaxis,3363,PIH,"11331"
Illness,3258,PIH,"11332"
Health status of contact,3260,PIH,"11333"
Health facility name,1722,PIH,"11334"
Persistent hepatosplenomegaly,3455,PIH,"11335"
Regular menstrual period,4114,PIH,"11336"
Eligible for antiretroviral therapy (ART),3265,PIH,"11337"
Human immunodeficiency virus p24 antigen test,3764,PIH,"11338"
Nose exam findings,1488,PIH,"11339"
Serum chloride,2919,PIH,"1134"
Severe uncomplicated malnutrition,4873,PIH,"11340"
Patient reported mycobacterium avium complex (MAC) prophylaxis,3712,PIH,"11341"
Patient knows medication taken,3295,PIH,"11342"
Mother's patient identifier,3671,PIH,"11343"
Health facility where mother received prenatal care,3378,PIH,"11344"
"Yes, still using",3386,PIH,"11345"
Chronic isosporiasis,3446,PIH,"11346"
Number of siblings who died of HIV,3394,PIH,"11347"
Location where mother gave birth,3703,PIH,"11348"
Neck exam findings,1660,PIH,"11349"
Serum carbon dioxide,2925,PIH,"1135"
Diarrhea for more than two weeks,4808,PIH,"11350"
Verbal skills,3501,PIH,"11351"
Form needs review,3247,PIH,"11352"
Diarrhea for less than two weeks,4849,PIH,"11353"
Antiretroviral treatment comment,3763,PIH,"11354"
Mother received highly active antiretroviral therapy (HAART),3552,PIH,"11355"
TB Treatment comment,3727,PIH,"11356"
Date mother started to receive total maternal to child transmission prophylaxis (TPMTCT),3396,PIH,"11357"
Unwell appearing,4914,PIH,"11358"
Highly active antiretroviral therapy,3737,PIH,"11359"
Pulmonary effusion,4876,PIH,"1136"
Interrupted highly active antiretroviral therapy,3736,PIH,"11360"
PMTCT Option A regimen,3738,PIH,"11361"
Nevirapine administered for six weeks,3735,PIH,"11362"
Maternal ARV Regimen,3739,PIH,"11363"
Percentage antiretroviral adherence in past month,3760,PIH,"11364"
Patient's mother received prenatal care,3722,PIH,"11365"
Suspect HIV caused sibling death,3234,PIH,"11366"
Linear gingival erythema,3464,PIH,"11373"
Voluntary counseling and testing center,3592,PIH,"11376"
Viral laryngitis,4853,PIH,"11377"
TB program,3271,PIH,"11379"
Indeterminate,1172,PIH,"1138"
Home based HIV testing program,3591,PIH,"11380"
Diagnostic testing and counseling for HIV,3586,PIH,"11381"
Mobile voluntary counseling and testing program,3588,PIH,"11382"
Point of HIV testing,3593,PIH,"11383"
Date of last antenatal visit,3636,PIH,"11384"
Number of siblings tested for HIV,3387,PIH,"11385"
Antiretroviral medications given during labor and delivery,3729,PIH,"11386"
HIV test result received date,3611,PIH,"11387"
Presumptive Zika virus positive,3167,PIH,"11388"
Presumptive non-Zika flavivirus positive,3166,PIH,"11389"
Possible Zika virus positive,3168,PIH,"11390"
Zika virus IgG antibody measurement in serum by neutralization,3215,PIH,"11391"
Zika virus IgM antibody measurement in serum by immunoassay,3169,PIH,"11392"
No Pathologic Diagnosis,4813,PIH,"11393"
Abnormal lab result,3743,PIH,"11394"
"Material, supply, or equipment unavailable",3749,PIH,"11395"
Study outcome,178,PIH,"11396"
Zika study concept set,183,PIH,"11397"
Patient removed,177,PIH,"11398"
Patient removed themselves,175,PIH,"11399"
Otitis Media,4719,PIH,"114"
Enrollment blood work status,180,PIH,"11400"
Blood drawn,181,PIH,"11401"
Blood Processed,182,PIH,"11402"
Blood sent,179,PIH,"11403"
Blood results received,173,PIH,"11404"
Dead on arrival,1164,PIH,"11405"
Other risk factor,3532,PIH,"11406"
Recurrent septicemia,3442,PIH,"11407"
Sign/Symptom duration,3302,PIH,"11408"
Bleeding Gums,4741,PIH,"11409"
Infertile,4879,PIH,"11410"
Phimosis,4920,PIH,"11411"
University,3375,PIH,"11412"
Toilet,3551,PIH,"11413"
Ceramic tile,1125,PIH,"11414"
Low glucose level,1165,PIH,"11416"
High glucose level,1175,PIH,"11417"
Blue,1267,PIH,"11418"
Renal function test (RFT),2915,PIH,"11419"
Sickling test,3101,PIH,"11420"
C-reactive protein,2932,PIH,"11421"
Hemoglobin electrophoresis (text),3214,PIH,"11422"
CrAg test,3199,PIH,"11423"
Cerebrospinal fluid protein measurement,3179,PIH,"11424"
Cerebrospinal fluid appearance,3177,PIH,"11425"
Cerebrospinal fluid cell count,3174,PIH,"11426"
Gram stain,3180,PIH,"11427"
Cerebrospinal fluid glucose,3181,PIH,"11428"
Cerebrospinal fluid pressure,3178,PIH,"11429"
Cerebrospinal fluid microscopy,3182,PIH,"11430"
++++,2954,PIH,"11432"
Cerebrospinal fluid AFB stain,3175,PIH,"11435"
Cerebrospinal fluid bacterial culture,3176,PIH,"11436"
CSF assay,3183,PIH,"11437"
H pylori test,3200,PIH,"11438"
Anti-streptolysin O titer,2928,PIH,"11439"
Diabetic foot,4713,PIH,"11441"
Mycobacterium tuberculosis detected with rifampin resistance,3195,PIH,"11442"
Mycobacterium tuberculosis detected without rifampin resistance,3194,PIH,"11443"
Invalid,703,PIH,"11444"
MTB detected with indeterminate RIF resistance,3196,PIH,"11445"
GeneXpert MTB/RIF,3069,PIH,"11446"
Radiology image order (coded),726,PIH,"11447"
HIV outcome,3238,PIH,"11448"
HIV treatment status,3242,PIH,"11449"
Incompatible blood,3205,PIH,"11451"
Blood compatible,3204,PIH,"11452"
Blood cross-matching,3206,PIH,"11453"
Hepatitis B surface antigen spot test,2930,PIH,"11454"
Hepatitis B test set,3217,PIH,"11455"
Chlamydia Ab test,3184,PIH,"11456"
Hepatitis C antibody spot test,3159,PIH,"11457"
Hepatitis C test set,3161,PIH,"11458"
Positive for both Plasmodium falciparum and Plasmodium vivax,3058,PIH,"11459"
Positive for Plasmodium falciparum,3057,PIH,"11461"
Positive for Plasmodium vivax,3056,PIH,"11463"
Malaria RDT,3059,PIH,"11464"
Family planning end date,3732,PIH,"11465"
Family planning start date,3730,PIH,"11466"
Family planning history construct,3733,PIH,"11467"
Inflammatory acne,4964,PIH,"11468"
Limited ultrasound for pregnancy,838,PIH,"11469"
Ultrasound for first trimester pregnancy,830,PIH,"11470"
Not detected,3068,PIH,"11471"
Detected,3067,PIH,"11472"
High,1033,PIH,"11473"
Medium,1031,PIH,"11474"
Low,1032,PIH,"11475"
Very low,3192,PIH,"11476"
Bacillary burden as determined by quantitative cycle threshold,3193,PIH,"11477"
Mycobacterium tuberculosis rifampin resistance detection status,3197,PIH,"11478"
GeneXpert MTB/Rif Lab set,3198,PIH,"11479"
Obstetric over 14 weeks (US),847,PIH,"11480"
Family planning construct,3766,PIH,"11482"
Name of external transfer location,953,PIH,"11483"
TDF + 3TC + ATV/r,2351,PIH,"11486"
Cerebral malaria,4689,PIH,"11487"
Neurosyphilis,4690,PIH,"11488"
Condyloma,1448,PIH,"11489"
Penicillosis,4700,PIH,"11490"
